Product,Product Category,Product Group,Compound,Compound Group,Quantity Lower Bound,Quantity Upper Bound
APRICOT (Prunus armeniaca L.),,Fruits,"(E)-6,10-dimethyl-5,9-undecadien-2-one (=geranylacetone)","Carbonyls, ketones",0.006,0.006
APRICOT (Prunus armeniaca L.),,Fruits,(Z)-jasmone,"Carbonyls, ketones",0.04,0.04
APRICOT (Prunus armeniaca L.),,Fruits,"2,2,6-trimethylcyclohexanone","Carbonyls, ketones",0.002,0.002
APRICOT (Prunus armeniaca L.),,Fruits,acetophenone (=1-phenylethanone),"Carbonyls, ketones",0,0.5
APRICOT (Prunus armeniaca L.),,Fruits,"1,4-diacetylbenzene","Carbonyls, ketones",,
APRICOT (Prunus armeniaca L.),,Fruits,"dihydro-β-ionone (=4-(2,6,6-trimethyl-1-cyclohexenyl)-2-butanone)","Carbonyls, ketones",0.008,0.008
APRICOT (Prunus armeniaca L.),,Fruits,β-damascenone (=(E)-β-damascenone),"Carbonyls, ketones",,
APRICOT (Prunus armeniaca L.),,Fruits,α-ionone,"Carbonyls, ketones",0.05,0.05
APRICOT (Prunus armeniaca L.),,Fruits,(E)-β-ionone,"Carbonyls, ketones",0,1.2
APRICOT (Prunus armeniaca L.),,Fruits,"(E)-4-(1,2-epoxy-2,6,6-trimethyl-cyclohexyl)-3-buten-2-one (=(E)-epoxy-β-ionone)","Carbonyls, ketones",0.002,0.002
APRICOT (Prunus armeniaca L.),,Fruits,camphor (=alcanfor),"Carbonyls, ketones",0.009,0.35
APRICOT (Prunus armeniaca L.),,Fruits,pinocamphone,"Carbonyls, ketones",0.02,0.6
APRICOT (Prunus armeniaca L.),,Fruits,isopinocamphone,"Carbonyls, ketones",0.05,2.2
APRICOT (Prunus armeniaca L.),,Fruits,fenchone,"Carbonyls, ketones",0.005,0.3
APRICOT (Prunus armeniaca L.),,Fruits,verbenone (=2-pinen-4-one),"Carbonyls, ketones",0.1,3.5
APRICOT (Prunus armeniaca L.),,Fruits,acetic acid,Acids,,
APRICOT (Prunus armeniaca L.),,Fruits,2-methylpropanoic acid (=isobutyric acid),Acids,0.3,2.2
APRICOT (Prunus armeniaca L.),,Fruits,butanoic acid (=butyric acid),Acids,0.8,2
APRICOT (Prunus armeniaca L.),,Fruits,2-methylbutanoic acid,Acids,2,11.4
APRICOT (Prunus armeniaca L.),,Fruits,(S)-2-methylbutanoic acid,Acids,21.8,21.8
APRICOT (Prunus armeniaca L.),,Fruits,hexanoic acid (=caproic acid),Acids,0.1,0.1
APRICOT (Prunus armeniaca L.),,Fruits,decanoic acid (=capric acid),Acids,0.03,0.03
APRICOT (Prunus armeniaca L.),,Fruits,dodecanoic acid (=lauric acid),Acids,0.3,0.3
APRICOT (Prunus armeniaca L.),,Fruits,tetradecanoic acid (=myristic acid),Acids,0.3,0.3
APRICOT (Prunus armeniaca L.),,Fruits,pentadecanoic acid,Acids,0.1,0.1
APRICOT (Prunus armeniaca L.),,Fruits,hexadecanoic acid (=palmitic acid),Acids,1,1
APRICOT (Prunus armeniaca L.),,Fruits,hexadecenoic acid (unkn.str.),Acids,,
APRICOT (Prunus armeniaca L.),,Fruits,octadecanoic acid (=stearic acid),Acids,0.2,0.2
APRICOT (Prunus armeniaca L.),,Fruits,"(Z,Z)-9,12-octadecadienoic acid (=linoleic acid)",Acids,,
APRICOT (Prunus armeniaca L.),,Fruits,octadecadienoic acid (unkn.str.),Acids,0.08,0.08
APRICOT (Prunus armeniaca L.),,Fruits,benzoic acid,Acids,0.03,0.03
APRICOT (Prunus armeniaca L.),,Fruits,ethyl acetate,Esters,0.03,0.03
APRICOT (Prunus armeniaca L.),,Fruits,propyl acetate,Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,butyl acetate,Esters,0,17
APRICOT (Prunus armeniaca L.),,Fruits,isobutyl acetate (=2-methylpropyl acetate),Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,2-methylbutyl acetate,Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,3-methyl-2-butenyl acetate (=2-isopentenyl acetate),Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,pentyl acetate (=amyl acetate),Esters,0,0.7
APRICOT (Prunus armeniaca L.),,Fruits,"isopentyl acetate (=3-methylbutyl acetate, isoamyl acetate)",Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,hexyl acetate,Esters,0.001,13
APRICOT (Prunus armeniaca L.),,Fruits,(E)-2-hexenyl acetate,Esters,0,0.1
APRICOT (Prunus armeniaca L.),,Fruits,3-hexenyl acetate,Esters,0.2,0.6
APRICOT (Prunus armeniaca L.),,Fruits,(Z)-3-hexenyl acetate,Esters,0,0.25
APRICOT (Prunus armeniaca L.),,Fruits,hexenyl acetate (unkn.str.),Esters,0.04,0.04
APRICOT (Prunus armeniaca L.),,Fruits,heptyl acetate,Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,ethyl propanoate,Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,propyl propanoate,Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,butyl propanoate,Esters,0.002,0.002
APRICOT (Prunus armeniaca L.),,Fruits,isobutyl propanoate (=2-methylpropyl propanoate),Esters,0,0.3
APRICOT (Prunus armeniaca L.),,Fruits,2-methylbutyl propanoate,Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,hexyl propanoate,Esters,0.004,0.004
APRICOT (Prunus armeniaca L.),,Fruits,ethyl 2-methylpropanoate (=ethyl isobutyrate),Esters,0.003,0.4
APRICOT (Prunus armeniaca L.),,Fruits,butyl 2-methylpropanoate (=butyl isobutyrate),Esters,0.001,0.001
APRICOT (Prunus armeniaca L.),,Fruits,isobutyl 2-methylpropanoate (=isobutyl isobutyrate),Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,2-methylbutyl 2-methylpropanoate (=2-methylbutyl isobutyrate),Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,pentyl 2-methylpropanoate (=amyl isobutyrate),Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,hexyl 2-methylpropanoate (=hexyl isobutyrate),Esters,0.005,0.005
APRICOT (Prunus armeniaca L.),,Fruits,methyl butanoate,Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,ethyl butanoate,Esters,<0.01,<0.01
APRICOT (Prunus armeniaca L.),,Fruits,propyl butanoate,Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,isopropyl butanoate,Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,butyl butanoate,Esters,0.023,0.023
APRICOT (Prunus armeniaca L.),,Fruits,isobutyl butanoate,Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,2-methylbutyl butanoate,Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,pentyl butanoate,Esters,0.007,0.007
APRICOT (Prunus armeniaca L.),,Fruits,"isopentyl butanoate (=3-methylbutyl butanoate, isoamyl butyrate)",Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,hexyl butanoate,Esters,0.041,0.041
APRICOT (Prunus armeniaca L.),,Fruits,(Z)-3-hexenyl butanoate,Esters,<0.001,<0.001
APRICOT (Prunus armeniaca L.),,Fruits,methyl 2-methylbutanoate,Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,ethyl 2-methylbutanoate,Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,propyl 2-methylbutanoate,Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,butyl 2-methylbutanoate,Esters,0.007,0.007
APRICOT (Prunus armeniaca L.),,Fruits,isobutyl 2-methylbutanoate (=2-methylpropyl 2-methyl-butanoate),Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,2-methylbutyl 2-methylbutanoate,Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,pentyl 2-methylbutanoate,Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,hexyl 2-methylbutanoate,Esters,0.017,0.017
APRICOT (Prunus armeniaca L.),,Fruits,(Z)-3-hexenyl 2-methylbutanoate,Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,butyl 3-methylbutanoate (=butyl isovalerate),Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,ethyl pentanoate,Esters,0.002,0.002
APRICOT (Prunus armeniaca L.),,Fruits,2-methylbutyl pentanoate,Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,methyl hexanoate,Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,ethyl hexanoate (=ethyl caproate),Esters,<0.001,<0.001
APRICOT (Prunus armeniaca L.),,Fruits,propyl hexanoate,Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,butyl hexanoate,Esters,0.023,0.023
APRICOT (Prunus armeniaca L.),,Fruits,isobutyl hexanoate,Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,2-methylbutyl hexanoate,Esters,<0.001,<0.001
APRICOT (Prunus armeniaca L.),,Fruits,pentyl hexanoate,Esters,0.003,0.003
APRICOT (Prunus armeniaca L.),,Fruits,isopentyl hexanoate,Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,hexyl hexanoate,Esters,0.011,0.011
APRICOT (Prunus armeniaca L.),,Fruits,ethyl heptanoate,Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,methyl octanoate,Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,ethyl octanoate (=ethyl caprylate),Esters,0.1,0.5
APRICOT (Prunus armeniaca L.),,Fruits,propyl octanoate,Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,butyl octanoate,Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,isobutyl octanoate,Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,hexyl octanoate,Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,ethyl (E)-4-octenoate,Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,ethyl decanoate (=ethyl caprate),Esters,0,0.2
APRICOT (Prunus armeniaca L.),,Fruits,butyl decanoate,Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,ethyl (E)-4-decenoate,Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,ethyl dodecanoate (=ethyl laurate),Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,ethyl tetradecanoate (=ethyl myristate),Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,ethyl pentadecanoate,Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,methyl hexadecanoate (=methyl palmitate),Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,ethyl hexadecanoate (=ethyl palmitate),Esters,1.4,1.4
APRICOT (Prunus armeniaca L.),,Fruits,ethyl benzoate,Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,hexyl benzoate,Esters,,
APRICOT (Prunus armeniaca L.),,Fruits,dibutyl phthalate,Esters,0.03,0.03
APRICOT (Prunus armeniaca L.),,Fruits,"4-hydroxybutanoic acid lactone (=dihydro-2(3H)-furanone, 4-butanolide, γ-butyrolactone)",Lactones,0,3.2
APRICOT (Prunus armeniaca L.),,Fruits,"4-hydroxyhexanoic acid lactone (=γ-hexalactone, γ-caprolactone, 4-hexanolide)",Lactones,0.05,9.2
APRICOT (Prunus armeniaca L.),,Fruits,"4-hydroxyheptanoic acid lactone (=4-heptanolide, γ-heptalactone)",Lactones,0.03,0.03
APRICOT (Prunus armeniaca L.),,Fruits,"4-hydroxyoctanoic acid lactone (=4-octanolide, γ-octalactone, 5-butyldihydro-2(3H)-furanone)",Lactones,0.007,4
APRICOT (Prunus armeniaca L.),,Fruits,"5-hydroxyoctanoic acid lactone (=5-octanolide, δ-octalactone)",Lactones,0,0.5
APRICOT (Prunus armeniaca L.),,Fruits,"4-hydroxynonanoic acid lactone (=4-nonanolide, γ-nonalactone)",Lactones,0,0.7
APRICOT (Prunus armeniaca L.),,Fruits,"4-hydroxydecanoic acid lactone (=4-decanolide, γ-decalactone)",Lactones,0.018,37
APRICOT (Prunus armeniaca L.),,Fruits,"5-hydroxydecanoic acid lactone (=5-decanolide, δ-decalactone)",Lactones,0,13
APRICOT (Prunus armeniaca L.),,Fruits,"4-hydroxyundecanoic acid lactone (=4-undecanolide, γ-undecalactone)",Lactones,0.4,0.4
APRICOT (Prunus armeniaca L.),,Fruits,"4-hydroxydodecanoic acid lactone (=4-dodecanolide, γ-dodecalactone)",Lactones,0,0.9
APRICOT (Prunus armeniaca L.),,Fruits,dihydroactinidiolide,Lactones,0,2.7
APRICOT (Prunus armeniaca L.),,Fruits,indole,Bases,0.1,0.1
APRICOT (Prunus armeniaca L.),,Fruits,ethyl nicotinate,Bases,0.04,0.06
APRICOT (Prunus armeniaca L.),,Fruits,benzothiazole,Sulfur compounds,0.4,0.5
APRICOT (Prunus armeniaca L.),,Fruits,"1,4-cineole",Ethers,0.05,0.05
APRICOT (Prunus armeniaca L.),,Fruits,phenol (=hydroxybenzene),Phenols,0.09,0.09
APRICOT (Prunus armeniaca L.),,Fruits,eugenol (=4-allyl-2-methoxyphenol),Phenols,0.2,0.2
APRICOT (Prunus armeniaca L.),,Fruits,linalool oxide (5),Furans,0.07,0.07
APRICOT (Prunus armeniaca L.),,Fruits,"linalool oxide B (cis, 5-ring)",Furans,0.019,0.019
APRICOT (Prunus armeniaca L.),,Fruits,"linalool oxide A (trans, 5-ring)",Furans,0.026,0.3
APRICOT (Prunus armeniaca L.),,Fruits,"furfural (=2-formylfuran, 2-furancarbaldehyde, 2-furaldehyde)",Furans,0,0.02
APRICOT (Prunus armeniaca L.),,Fruits,trans-rose oxide,"(Ep)oxides, pyrans, coumarins",,
APRICOT (Prunus armeniaca L.),,Fruits,"linalool oxide D (cis, 6-ring)","(Ep)oxides, pyrans, coumarins",,
APRICOT (Prunus armeniaca L.),,Fruits,"linalool oxide C (trans, 6-ring)","(Ep)oxides, pyrans, coumarins",,
BANANA (Musa sapientum L.),,Fruits,methanol,Alcohols,15,15
BANANA (Musa sapientum L.),,Fruits,ethanol,Alcohols,5,5
BANANA (Musa sapientum L.),,Fruits,2-aminoethanol (=ethanolamine),Alcohols,,
BANANA (Musa sapientum L.),,Fruits,1-propanol (=propyl alcohol),Alcohols,,
BANANA (Musa sapientum L.),,Fruits,2-propanol (=isopropyl alcohol),Alcohols,,
BANANA (Musa sapientum L.),,Fruits,2-methyl-1-propanol (=isobutanol),Alcohols,7.9,7.9
BANANA (Musa sapientum L.),,Fruits,1-butanol,Alcohols,,
BANANA (Musa sapientum L.),,Fruits,2-butanol (=sec-butanol),Alcohols,,
BANANA (Musa sapientum L.),,Fruits,"2-buten-1-ol (=crotyl alcohol, crotonyl alcohol)",Alcohols,,
BANANA (Musa sapientum L.),,Fruits,2-methyl-1-butanol (=active amyl alcohol),Alcohols,,
BANANA (Musa sapientum L.),,Fruits,3-methyl-1-butanol (=isoamyl alcohol),Alcohols,1,12
BANANA (Musa sapientum L.),,Fruits,1-pentanol (=amyl alcohol),Alcohols,,
BANANA (Musa sapientum L.),,Fruits,2-pentanol,Alcohols,,
BANANA (Musa sapientum L.),,Fruits,(R)-2-pentanol,Alcohols,,
BANANA (Musa sapientum L.),,Fruits,(S)-2-pentanol,Alcohols,,
BANANA (Musa sapientum L.),,Fruits,3-pentanol,Alcohols,,
BANANA (Musa sapientum L.),,Fruits,1-penten-3-ol,Alcohols,,
BANANA (Musa sapientum L.),,Fruits,1-hexanol,Alcohols,1.9,1.9
BANANA (Musa sapientum L.),,Fruits,2-hexanol,Alcohols,,
BANANA (Musa sapientum L.),,Fruits,(R)-2-hexanol,Alcohols,,
BANANA (Musa sapientum L.),,Fruits,(S)-2-hexanol,Alcohols,,
BANANA (Musa sapientum L.),,Fruits,3-hexanol,Alcohols,,
BANANA (Musa sapientum L.),,Fruits,(E)-2-hexen-1-ol,Alcohols,,
BANANA (Musa sapientum L.),,Fruits,(Z)-3-hexen-1-ol (=leaf alcohol),Alcohols,,
BANANA (Musa sapientum L.),,Fruits,(E)-3-hexen-1-ol,Alcohols,,
BANANA (Musa sapientum L.),,Fruits,(Z)-4-hexen-1-ol,Alcohols,,
BANANA (Musa sapientum L.),,Fruits,(E)-4-hexen-1-ol,Alcohols,,
BANANA (Musa sapientum L.),,Fruits,1-hexen-3-ol,Alcohols,,
BANANA (Musa sapientum L.),,Fruits,1-heptanol,Alcohols,,
BANANA (Musa sapientum L.),,Fruits,2-heptanol,Alcohols,0.2,0.2
BANANA (Musa sapientum L.),,Fruits,(R)-2-heptanol,Alcohols,,
BANANA (Musa sapientum L.),,Fruits,(S)-2-heptanol,Alcohols,,
BANANA (Musa sapientum L.),,Fruits,3-heptanol,Alcohols,,
BANANA (Musa sapientum L.),,Fruits,1-hepten-2-ol,Alcohols,,
BANANA (Musa sapientum L.),,Fruits,(Z)-4-hepten-2-ol,Alcohols,0.03,0.03
BANANA (Musa sapientum L.),,Fruits,(R)-(Z)-4-hepten-2-ol,Alcohols,,
BANANA (Musa sapientum L.),,Fruits,(S)-(Z)-4-hepten-2-ol,Alcohols,,
BANANA (Musa sapientum L.),,Fruits,1-hepten-3-ol,Alcohols,,
BANANA (Musa sapientum L.),,Fruits,1-octanol,Alcohols,,
BANANA (Musa sapientum L.),,Fruits,2-octanol,Alcohols,,
BANANA (Musa sapientum L.),,Fruits,3-octanol,Alcohols,,
BANANA (Musa sapientum L.),,Fruits,3-octen-1-ol,Alcohols,,
BANANA (Musa sapientum L.),,Fruits,(Z)-4-octen-1-ol,Alcohols,0.13,0.3
BANANA (Musa sapientum L.),,Fruits,(Z)-5-octen-1-ol,Alcohols,0.05,0.05
BANANA (Musa sapientum L.),,Fruits,1-octen-3-ol,Alcohols,,
BANANA (Musa sapientum L.),,Fruits,1-nonanol,Alcohols,,
BANANA (Musa sapientum L.),,Fruits,2-nonanol,Alcohols,,
BANANA (Musa sapientum L.),,Fruits,3-nonanol,Alcohols,,
BANANA (Musa sapientum L.),,Fruits,1-nonen-3-ol,Alcohols,,
BANANA (Musa sapientum L.),,Fruits,1-decanol,Alcohols,,
BANANA (Musa sapientum L.),,Fruits,2-decanol,Alcohols,,
BANANA (Musa sapientum L.),,Fruits,1-undecanol,Alcohols,,
BANANA (Musa sapientum L.),,Fruits,2-undecanol,Alcohols,,
BANANA (Musa sapientum L.),,Fruits,1-dodecanol,Alcohols,,
BANANA (Musa sapientum L.),,Fruits,2-dodecanol,Alcohols,,
BANANA (Musa sapientum L.),,Fruits,linalool,Alcohols,,
BANANA (Musa sapientum L.),,Fruits,2-phenylethanol (=phenethyl alcohol),Alcohols,,
BANANA (Musa sapientum L.),,Fruits,acetaldehyde (=ethanal),"Carbonyls, aldehydes",,
BANANA (Musa sapientum L.),,Fruits,propanal (=propionaldehyde),"Carbonyls, aldehydes",,
BANANA (Musa sapientum L.),,Fruits,"2-methylpropanal (=isobutanal, isobutyraldehyde)","Carbonyls, aldehydes",,
BANANA (Musa sapientum L.),,Fruits,butanal (=butyraldehyde),"Carbonyls, aldehydes",,
BANANA (Musa sapientum L.),,Fruits,"3-methylbutanal (=isopentanal, isovaleraldehyde)","Carbonyls, aldehydes",,
