Product,Product Category,Product Group,Compound,Compound Group,Quantity Lower Bound,Quantity Upper Bound
ANNATTO oil-soluble extract,ANNATTO (Bixa orellana L.),Miscellaneous,methyl octanoate,Esters,0,1.4
ANNATTO oil-soluble extract,ANNATTO (Bixa orellana L.),Miscellaneous,2-methylpyridine (=α-picoline),Bases,0,0.32
ANNATTO oil-soluble extract,ANNATTO (Bixa orellana L.),Miscellaneous,"2,5-dimethylfuran",Furans,0,0.82
ANNATTO water-soluble extract,ANNATTO (Bixa orellana L.),Miscellaneous,decane,Hydrocarbons,0,0.022
ANNATTO water-soluble extract,ANNATTO (Bixa orellana L.),Miscellaneous,β-myrcene (=myrcene),Hydrocarbons,0,0.06
ANNATTO water-soluble extract,ANNATTO (Bixa orellana L.),Miscellaneous,β-terpinene,Hydrocarbons,1.43,3.1
ANNATTO water-soluble extract,ANNATTO (Bixa orellana L.),Miscellaneous,limonene,Hydrocarbons,0.03,0.04
ANNATTO water-soluble extract,ANNATTO (Bixa orellana L.),Miscellaneous,δ-elemene,Hydrocarbons,1.14,10.7
ANNATTO water-soluble extract,ANNATTO (Bixa orellana L.),Miscellaneous,germacrene B,Hydrocarbons,17,56.6
ANNATTO water-soluble extract,ANNATTO (Bixa orellana L.),Miscellaneous,β-humulene,Hydrocarbons,129,220
ANNATTO water-soluble extract,ANNATTO (Bixa orellana L.),Miscellaneous,α-pinene,Hydrocarbons,2.8,4.6
ANNATTO water-soluble extract,ANNATTO (Bixa orellana L.),Miscellaneous,"β-selinene (=4(14),11-selinadiene)",Hydrocarbons,1.2,2.2
ANNATTO water-soluble extract,ANNATTO (Bixa orellana L.),Miscellaneous,valencene,Hydrocarbons,11,15.6
ANNATTO water-soluble extract,ANNATTO (Bixa orellana L.),Miscellaneous,β-caryophyllene,Hydrocarbons,1.68,2.7
ANNATTO water-soluble extract,ANNATTO (Bixa orellana L.),Miscellaneous,α-copaene (=copaene),Hydrocarbons,1.67,3.5
ANNATTO water-soluble extract,ANNATTO (Bixa orellana L.),Miscellaneous,α-ylangene (=ylangene),Hydrocarbons,0.2,0.28
ANNATTO water-soluble extract,ANNATTO (Bixa orellana L.),Miscellaneous,alloaromadendrene,Hydrocarbons,0.49,1.02
ANNATTO water-soluble extract,ANNATTO (Bixa orellana L.),Miscellaneous,cycloisosativene,Hydrocarbons,0.59,0.8
ANNATTO water-soluble extract,ANNATTO (Bixa orellana L.),Miscellaneous,methylbenzene (=toluene),Hydrocarbons,0.071,0.103
ANNATTO water-soluble extract,ANNATTO (Bixa orellana L.),Miscellaneous,"1,4-dimethylbenzene (=p-xylene)",Hydrocarbons,3.3,3.7
ANNATTO water-soluble extract,ANNATTO (Bixa orellana L.),Miscellaneous,β-panasinsene,Hydrocarbons,1.6,6
ANNATTO water-soluble extract,ANNATTO (Bixa orellana L.),Miscellaneous,4-methyl-2-pentanol,Alcohols,0.09,0.111
ANNATTO water-soluble extract,ANNATTO (Bixa orellana L.),Miscellaneous,3-hexen-1-ol,Alcohols,0,0.04
ANNATTO water-soluble extract,ANNATTO (Bixa orellana L.),Miscellaneous,2-ethyl-1-hexanol,Alcohols,1.23,2.4
ANNATTO water-soluble extract,ANNATTO (Bixa orellana L.),Miscellaneous,6-methyl-5-hepten-2-ol,Alcohols,0.29,0.33
ANNATTO water-soluble extract,ANNATTO (Bixa orellana L.),Miscellaneous,4-terpineol (=terpinen-4-ol),Alcohols,0,0.19
ANNATTO water-soluble extract,ANNATTO (Bixa orellana L.),Miscellaneous,hexanal (=capronaldehyde),"Carbonyls, aldehydes",0.1,0.115
ANNATTO water-soluble extract,ANNATTO (Bixa orellana L.),Miscellaneous,nonanal (=pelargonaldehyde),"Carbonyls, aldehydes",0,0.07
ANNATTO water-soluble extract,ANNATTO (Bixa orellana L.),Miscellaneous,3-penten-2-one,"Carbonyls, ketones",0.09,0.136
ANNATTO water-soluble extract,ANNATTO (Bixa orellana L.),Miscellaneous,4-methyl-3-penten-2-one (=mesityl oxide),"Carbonyls, ketones",3.2,5.6
ANNATTO water-soluble extract,ANNATTO (Bixa orellana L.),Miscellaneous,4-hydroxy-4-methyl-2-pentanone (=diacetone alcohol),"Carbonyls, ketones",0.56,7.1
ANNATTO water-soluble extract,ANNATTO (Bixa orellana L.),Miscellaneous,6-methyl-5-hepten-2-one,"Carbonyls, ketones",3.86,5.3
ANNATTO water-soluble extract,ANNATTO (Bixa orellana L.),Miscellaneous,3-octanone,"Carbonyls, ketones",0.06,0.08
ANNATTO water-soluble extract,ANNATTO (Bixa orellana L.),Miscellaneous,ethyl butanoate,Esters,0.07,1.8
ANNATTO water-soluble extract,ANNATTO (Bixa orellana L.),Miscellaneous,"1,8-cineole (=eucalyptol)",Ethers,0,2.51
NONI (Morinda citrifolia L.),,Fruits,limonene,Hydrocarbons,0.17,0.17
NONI (Morinda citrifolia L.),,Fruits,1-butanol,Alcohols,0.03,0.03
NONI (Morinda citrifolia L.),,Fruits,1-hexanol,Alcohols,0.05,0.05
NONI (Morinda citrifolia L.),,Fruits,benzyl alcohol (=benzenemethanol),Alcohols,0.02,0.02
NONI (Morinda citrifolia L.),,Fruits,3-hydroxy-2-butanone (=acetoin),"Carbonyls, ketones",0.03,0.03
NONI (Morinda citrifolia L.),,Fruits,2-heptanone,"Carbonyls, ketones",0.15,0.15
NONI (Morinda citrifolia L.),,Fruits,acetic acid,Acids,0.02,0.02
NONI (Morinda citrifolia L.),,Fruits,butanoic acid (=butyric acid),Acids,0.31,0.31
NONI (Morinda citrifolia L.),,Fruits,hexanoic acid (=caproic acid),Acids,8.26,8.26
NONI (Morinda citrifolia L.),,Fruits,heptanoic acid (=enanthic acid),Acids,0.04,0.04
NONI (Morinda citrifolia L.),,Fruits,octanoic acid (=caprylic acid),Acids,24.98,24.98
NONI (Morinda citrifolia L.),,Fruits,decanoic acid (=capric acid),Acids,0.66,0.66
NONI (Morinda citrifolia L.),,Fruits,undecanoic acid,Acids,0.02,0.02
NONI (Morinda citrifolia L.),,Fruits,dodecanoic acid (=lauric acid),Acids,0.07,0.07
NONI (Morinda citrifolia L.),,Fruits,tetradecanoic acid (=myristic acid),Acids,0.06,0.06
NONI (Morinda citrifolia L.),,Fruits,hexadecanoic acid (=palmitic acid),Acids,0.21,0.21
NONI (Morinda citrifolia L.),,Fruits,(Z)-9-octadecenoic acid (=oleic acid),Acids,0.03,0.03
NONI (Morinda citrifolia L.),,Fruits,(E)-9-octadecenoic acid,Acids,0.12,0.12
NONI (Morinda citrifolia L.),,Fruits,"(Z,Z)-9,12-octadecadienoic acid (=linoleic acid)",Acids,0.02,0.02
NONI (Morinda citrifolia L.),,Fruits,benzoic acid,Acids,0.08,0.08
NONI (Morinda citrifolia L.),,Fruits,methyl hexanoate,Esters,0.16,0.16
NONI (Morinda citrifolia L.),,Fruits,ethyl hexanoate (=ethyl caproate),Esters,0.05,0.05
NONI (Morinda citrifolia L.),,Fruits,methyl octanoate,Esters,0.37,0.37
NONI (Morinda citrifolia L.),,Fruits,ethyl octanoate (=ethyl caprylate),Esters,0.19,0.19
NONI (Morinda citrifolia L.),,Fruits,methyl decanoate,Esters,0.25,0.25
NONI (Morinda citrifolia L.),,Fruits,ethyl decanoate (=ethyl caprate),Esters,8,8
NONI (Morinda citrifolia L.),,Fruits,methyl hexadecanoate (=methyl palmitate),Esters,0.02,0.02
NONI (Morinda citrifolia L.),,Fruits,ethyl hexadecanoate (=ethyl palmitate),Esters,2,2
NONI (Morinda citrifolia L.),,Fruits,methyl (Z)-9-octadecenoate (=methyl oleate),Esters,0.01,0.01
NONI (Morinda citrifolia L.),,Fruits,methyl (E)-9-octadecenoate,Esters,0.02,0.02
MEZCAL (Agave salmiana),,Alcoholic Beverages > 20% alc.,methanol,Alcohols,600,891
MEZCAL (Agave salmiana),,Alcoholic Beverages > 20% alc.,1-propanol (=propyl alcohol),Alcohols,388,738
MEZCAL (Agave salmiana),,Alcoholic Beverages > 20% alc.,2-methyl-1-propanol (=isobutanol),Alcohols,0,280
MEZCAL (Agave salmiana),,Alcoholic Beverages > 20% alc.,1-butanol,Alcohols,4,8
MEZCAL (Agave salmiana),,Alcoholic Beverages > 20% alc.,2-butanol (=sec-butanol),Alcohols,0,66
MEZCAL (Agave salmiana),,Alcoholic Beverages > 20% alc.,2-methyl-1-butanol (=active amyl alcohol),Alcohols,,
MEZCAL (Agave salmiana),,Alcoholic Beverages > 20% alc.,3-methyl-1-butanol (=isoamyl alcohol),Alcohols,,
MEZCAL (Agave salmiana),,Alcoholic Beverages > 20% alc.,2-phenylethanol (=phenethyl alcohol),Alcohols,15.2,26.8
MEZCAL (Agave salmiana),,Alcoholic Beverages > 20% alc.,acetaldehyde (=ethanal),"Carbonyls, aldehydes",20,100
MEZCAL (Agave salmiana),,Alcoholic Beverages > 20% alc.,3-hydroxy-2-butanone (=acetoin),"Carbonyls, ketones",,
MEZCAL (Agave salmiana),,Alcoholic Beverages > 20% alc.,2-methylcyclopentanone,"Carbonyls, ketones",,
MEZCAL (Agave salmiana),,Alcoholic Beverages > 20% alc.,acetic acid,Acids,133,224
MEZCAL (Agave salmiana),,Alcoholic Beverages > 20% alc.,2-methylpropanoic acid (=isobutyric acid),Acids,,
MEZCAL (Agave salmiana),,Alcoholic Beverages > 20% alc.,hexanoic acid (=caproic acid),Acids,,
MEZCAL (Agave salmiana),,Alcoholic Beverages > 20% alc.,octanoic acid (=caprylic acid),Acids,,
MEZCAL (Agave salmiana),,Alcoholic Beverages > 20% alc.,decanoic acid (=capric acid),Acids,,
MEZCAL (Agave salmiana),,Alcoholic Beverages > 20% alc.,dodecanoic acid (=lauric acid),Acids,,
MEZCAL (Agave salmiana),,Alcoholic Beverages > 20% alc.,ethyl acetate,Esters,103,182
MEZCAL (Agave salmiana),,Alcoholic Beverages > 20% alc.,phenethyl acetate,Esters,,
MEZCAL (Agave salmiana),,Alcoholic Beverages > 20% alc.,linalyl propanoate,Esters,,
MEZCAL (Agave salmiana),,Alcoholic Beverages > 20% alc.,ethyl 2-hydroxypropanoate (=ethyl lactate),Esters,20,192
MEZCAL (Agave salmiana),,Alcoholic Beverages > 20% alc.,ethyl octanoate (=ethyl caprylate),Esters,,
MEZCAL (Agave salmiana),,Alcoholic Beverages > 20% alc.,ethyl decanoate (=ethyl caprate),Esters,,
MEZCAL (Agave salmiana),,Alcoholic Beverages > 20% alc.,ethyl dodecanoate (=ethyl laurate),Esters,,
MEZCAL (Agave salmiana),,Alcoholic Beverages > 20% alc.,ethyl hexadecanoate (=ethyl palmitate),Esters,,
MEZCAL (Agave salmiana),,Alcoholic Beverages > 20% alc.,2-methyldihydro-3(2H)-furanone,Furans,,
MEZCAL (Agave salmiana),,Alcoholic Beverages > 20% alc.,"2-acetylfuran (=2-furyl methyl ketone, 1-(2-furyl)ethanone)",Furans,,
MEZCAL (Agave salmiana),,Alcoholic Beverages > 20% alc.,linalool oxide (unkn.str.),"(Ep)oxides, pyrans, coumarins",,
ACEROLA (Malpighia),,Fruits,heptadecane,Hydrocarbons,,
ACEROLA (Malpighia),,Fruits,β-myrcene (=myrcene),Hydrocarbons,0.01,0.01
ACEROLA (Malpighia),,Fruits,α-phellandrene,Hydrocarbons,0.01,0.01
ACEROLA (Malpighia),,Fruits,β-phellandrene,Hydrocarbons,0.01,0.01
ACEROLA (Malpighia),,Fruits,α-terpinene,Hydrocarbons,0.01,0.01
ACEROLA (Malpighia),,Fruits,γ-terpinene,Hydrocarbons,0.01,0.01
ACEROLA (Malpighia),,Fruits,terpinolene,Hydrocarbons,<0.01,<0.01
ACEROLA (Malpighia),,Fruits,limonene,Hydrocarbons,0.19,0.68
ACEROLA (Malpighia),,Fruits,α-humulene (=humulene),Hydrocarbons,<0.01,<0.01
ACEROLA (Malpighia),,Fruits,β-pinene,Hydrocarbons,<0.01,<0.01
ACEROLA (Malpighia),,Fruits,α-thujene,Hydrocarbons,<0.01,<0.01
ACEROLA (Malpighia),,Fruits,trans-caryophyllene,Hydrocarbons,0.08,0.08
ACEROLA (Malpighia),,Fruits,methylbenzene (=toluene),Hydrocarbons,0.44,0.44
ACEROLA (Malpighia),,Fruits,ethylbenzene (=α-methyltoluene),Hydrocarbons,<0.01,<0.01
ACEROLA (Malpighia),,Fruits,"1,3-dimethylbenzene (=m-xylene)",Hydrocarbons,0.02,0.02
ACEROLA (Malpighia),,Fruits,1-isopropyl-4-methylbenzene (=p-cymene),Hydrocarbons,0.01,0.01
ACEROLA (Malpighia),,Fruits,ethanol,Alcohols,0.09,0.09
ACEROLA (Malpighia),,Fruits,1-butanol,Alcohols,0.02,0.02
ACEROLA (Malpighia),,Fruits,2-butanol (=sec-butanol),Alcohols,<0.01,<0.01
ACEROLA (Malpighia),,Fruits,2-methyl-1-butanol (=active amyl alcohol),Alcohols,2.6,2.6
ACEROLA (Malpighia),,Fruits,3-methyl-1-butanol (=isoamyl alcohol),Alcohols,<0.01,9.3
ACEROLA (Malpighia),,Fruits,3-methyl-2-buten-1-ol (=prenol),Alcohols,1.5,1.5
ACEROLA (Malpighia),,Fruits,3-methyl-3-buten-1-ol,Alcohols,0.72,12.4
ACEROLA (Malpighia),,Fruits,2-methyl-3-buten-2-ol,Alcohols,0.01,0.01
ACEROLA (Malpighia),,Fruits,"2,3-butanediol (=2,3-butylene glycol)",Alcohols,,
ACEROLA (Malpighia),,Fruits,1-hexanol,Alcohols,0.05,1.1
ACEROLA (Malpighia),,Fruits,2-hexen-1-ol,Alcohols,,
ACEROLA (Malpighia),,Fruits,(Z)-2-hexen-1-ol,Alcohols,0.01,0.01
ACEROLA (Malpighia),,Fruits,(Z)-3-hexen-1-ol (=leaf alcohol),Alcohols,0.07,0.86
ACEROLA (Malpighia),,Fruits,(E)-3-hexen-1-ol,Alcohols,,
ACEROLA (Malpighia),,Fruits,2-ethyl-1-hexanol,Alcohols,<0.01,<0.01
ACEROLA (Malpighia),,Fruits,1-heptanol,Alcohols,<0.01,<0.01
ACEROLA (Malpighia),,Fruits,1-octanol,Alcohols,0.02,0.02
ACEROLA (Malpighia),,Fruits,3-octanol,Alcohols,0.01,0.073
ACEROLA (Malpighia),,Fruits,3-octen-1-ol,Alcohols,,
ACEROLA (Malpighia),,Fruits,1-octen-3-ol,Alcohols,0.08,0.18
ACEROLA (Malpighia),,Fruits,1-tetradecanol,Alcohols,<0.01,<0.01
ACEROLA (Malpighia),,Fruits,1-hexadecanol (=cetanol),Alcohols,0.09,0.09
ACEROLA (Malpighia),,Fruits,1-octadecanol,Alcohols,0.02,0.02
ACEROLA (Malpighia),,Fruits,linalool,Alcohols,0.03,0.11
ACEROLA (Malpighia),,Fruits,"(E,E)-farnesol",Alcohols,0.07,0.07
ACEROLA (Malpighia),,Fruits,(E)-nerolidol,Alcohols,0.03,0.03
ACEROLA (Malpighia),,Fruits,"(E)-3,7,11,15-tetramethyl-2-hexadecen-1-ol (=phytol)",Alcohols,0.02,0.02
ACEROLA (Malpighia),,Fruits,cyclohexanol,Alcohols,<0.01,<0.01
ACEROLA (Malpighia),,Fruits,benzyl alcohol (=benzenemethanol),Alcohols,0.32,0.32
ACEROLA (Malpighia),,Fruits,2-phenylethanol (=phenethyl alcohol),Alcohols,<0.01,2.7
ACEROLA (Malpighia),,Fruits,"3,4-didehydro-β-ionol",Alcohols,,
ACEROLA (Malpighia),,Fruits,menthol,Alcohols,,
ACEROLA (Malpighia),,Fruits,α-terpineol,Alcohols,0.06,0.06
ACEROLA (Malpighia),,Fruits,4-terpineol (=terpinen-4-ol),Alcohols,0.02,0.02
ACEROLA (Malpighia),,Fruits,"cis-carveol (= cis-p-1(6),8-menthadien-2-ol)",Alcohols,<0.01,<0.01
ACEROLA (Malpighia),,Fruits,"trans-carveol (=trans-p-1(6),8-menthadien-2-ol)",Alcohols,<0.01,<0.01
ACEROLA (Malpighia),,Fruits,4-hydroxy-β-ionol,Alcohols,,
ACEROLA (Malpighia),,Fruits,acetaldehyde (=ethanal),"Carbonyls, aldehydes",0.01,0.01
ACEROLA (Malpighia),,Fruits,"2-methylpropanal (=isobutanal, isobutyraldehyde)","Carbonyls, aldehydes",<0.01,<0.01
ACEROLA (Malpighia),,Fruits,"3-methylbutanal (=isopentanal, isovaleraldehyde)","Carbonyls, aldehydes",<0.01,<0.01
ACEROLA (Malpighia),,Fruits,2-methyl-2-butenal,"Carbonyls, aldehydes",<0.01,<0.01
ACEROLA (Malpighia),,Fruits,(E)-2-pentenal,"Carbonyls, aldehydes",,
ACEROLA (Malpighia),,Fruits,hexanal (=capronaldehyde),"Carbonyls, aldehydes",0.02,0.02
ACEROLA (Malpighia),,Fruits,(E)-2-hexenal (=leaf aldehyde),"Carbonyls, aldehydes",0.04,0.04
ACEROLA (Malpighia),,Fruits,(E)-2-heptenal,"Carbonyls, aldehydes",,
ACEROLA (Malpighia),,Fruits,octanal (=caprylaldehyde),"Carbonyls, aldehydes",0.01,0.01
ACEROLA (Malpighia),,Fruits,(E)-2-octenal,"Carbonyls, aldehydes",,
ACEROLA (Malpighia),,Fruits,nonanal (=pelargonaldehyde),"Carbonyls, aldehydes",0.01,0.01
ACEROLA (Malpighia),,Fruits,decanal (=capraldehyde),"Carbonyls, aldehydes",0.01,0.01
ACEROLA (Malpighia),,Fruits,geranial (=α-citral),"Carbonyls, aldehydes",0.01,0.01
ACEROLA (Malpighia),,Fruits,neral (=β-citral),"Carbonyls, aldehydes",0.01,0.01
ACEROLA (Malpighia),,Fruits,benzaldehyde,"Carbonyls, aldehydes",0.02,0.02
ACEROLA (Malpighia),,Fruits,2-hydroxybenzaldehyde (=salicylaldehyde),"Carbonyls, aldehydes",<0.01,<0.01
