Product,Product Category,Product Group,Compound,Compound Group,Quantity Lower Bound,Quantity Upper Bound
CHERIMOYA (Annona cherimolia Mill.),,Fruits,"1,4-dimethylbenzene (=p-xylene)",Hydrocarbons,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,1-isopropyl-4-methylbenzene (=p-cymene),Hydrocarbons,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,"1,3-diethylbenzene",Hydrocarbons,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,"1,4-dimethyl-2-vinylbenzene",Hydrocarbons,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,2-methyl-1-propanol (=isobutanol),Alcohols,0.01,0.05
CHERIMOYA (Annona cherimolia Mill.),,Fruits,1-butanol,Alcohols,0.5,1
CHERIMOYA (Annona cherimolia Mill.),,Fruits,2-butanol (=sec-butanol),Alcohols,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,3-methyl-1-butanol (=isoamyl alcohol),Alcohols,1,1
CHERIMOYA (Annona cherimolia Mill.),,Fruits,2-methyl-2-butanol (=tert-amyl alcohol),Alcohols,0.05,0.1
CHERIMOYA (Annona cherimolia Mill.),,Fruits,2-methyl-3-buten-2-ol,Alcohols,0.01,0.05
CHERIMOYA (Annona cherimolia Mill.),,Fruits,1-pentanol (=amyl alcohol),Alcohols,0.05,0.1
CHERIMOYA (Annona cherimolia Mill.),,Fruits,2-pentanol,Alcohols,0.01,0.05
CHERIMOYA (Annona cherimolia Mill.),,Fruits,3-pentanol,Alcohols,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,(Z)-2-penten-1-ol,Alcohols,0.05,0.1
CHERIMOYA (Annona cherimolia Mill.),,Fruits,(E)-2-penten-1-ol,Alcohols,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,(E)-3-penten-1-ol,Alcohols,0.05,0.1
CHERIMOYA (Annona cherimolia Mill.),,Fruits,4-penten-2-ol,Alcohols,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,1-penten-3-ol,Alcohols,0.05,0.1
CHERIMOYA (Annona cherimolia Mill.),,Fruits,2-methyl-2-pentanol,Alcohols,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,1-hexanol,Alcohols,1,1
CHERIMOYA (Annona cherimolia Mill.),,Fruits,(E)-2-hexen-1-ol,Alcohols,0.01,0.05
CHERIMOYA (Annona cherimolia Mill.),,Fruits,(Z)-3-hexen-1-ol (=leaf alcohol),Alcohols,0.05,0.1
CHERIMOYA (Annona cherimolia Mill.),,Fruits,(E)-3-hexen-1-ol,Alcohols,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,1-hexen-3-ol,Alcohols,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,2-ethyl-1-hexanol,Alcohols,0.01,0.05
CHERIMOYA (Annona cherimolia Mill.),,Fruits,1-heptanol,Alcohols,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,1-octanol,Alcohols,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,(Z)-2-octen-1-ol,Alcohols,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,1-nonanol,Alcohols,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,3-nonanol,Alcohols,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,1-decanol,Alcohols,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,1-dodecanol,Alcohols,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,1-tridecanol,Alcohols,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,1-tetradecanol,Alcohols,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,1-hexadecanol (=cetanol),Alcohols,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,1-octadecanol,Alcohols,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,1-nonadecanol,Alcohols,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,geraniol,Alcohols,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,nerol,Alcohols,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,linalool,Alcohols,0.5,1
CHERIMOYA (Annona cherimolia Mill.),,Fruits,cyclopentanol,Alcohols,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,benzyl alcohol (=benzenemethanol),Alcohols,0.01,0.05
CHERIMOYA (Annona cherimolia Mill.),,Fruits,"4-isopropylbenzyl alcohol (=cumic alcohol, p-cymen-7-ol)",Alcohols,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,2-phenylethanol (=phenethyl alcohol),Alcohols,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,menthol,Alcohols,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,α-terpineol,Alcohols,0.05,0.1
CHERIMOYA (Annona cherimolia Mill.),,Fruits,4-terpineol (=terpinen-4-ol),Alcohols,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,"p-2,8-menthadien-1-ol",Alcohols,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,p-menthadienol (unkn.str.),Alcohols,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,myrtenol,Alcohols,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,α-cadinol,Alcohols,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,caryolan-1-ol,Alcohols,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,"3-methylbutanal (=isopentanal, isovaleraldehyde)","Carbonyls, aldehydes",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,hexanal (=capronaldehyde),"Carbonyls, aldehydes",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,(E)-2-hexenal (=leaf aldehyde),"Carbonyls, aldehydes",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,"(Z,E)-2,4-heptadienal","Carbonyls, aldehydes",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,"(E,E)-2,4-heptadienal","Carbonyls, aldehydes",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,2-ethyloctanal,"Carbonyls, aldehydes",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,dodecanal,"Carbonyls, aldehydes",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,tetradecanal,"Carbonyls, aldehydes",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,pentadecanal,"Carbonyls, aldehydes",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,benzaldehyde,"Carbonyls, aldehydes",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,2-methylbenzaldehyde (=o-tolualdehyde),"Carbonyls, aldehydes",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,3-methylbenzaldehyde (=m-tolualdehyde),"Carbonyls, aldehydes",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,4-methylbenzaldehyde (=p-tolualdehyde),"Carbonyls, aldehydes",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,"(2,2,3-trimethyl-3-cyclopentenyl)-acetaldehyde (=α-campholene aldehyde)","Carbonyls, aldehydes",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,myrtenal,"Carbonyls, aldehydes",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,2-butanone (=ethyl methyl ketone),"Carbonyls, ketones",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,3-hydroxy-2-butanone (=acetoin),"Carbonyls, ketones",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,"2,3-butanedione (=diacetyl)","Carbonyls, ketones",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,2-pentanone,"Carbonyls, ketones",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,3-penten-2-one,"Carbonyls, ketones",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,"3-isopentyl-2,4-pentanedione","Carbonyls, ketones",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,6-methyl-5-hepten-2-one,"Carbonyls, ketones",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,2-nonanone,"Carbonyls, ketones",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,"(E)-6,10-dimethyl-5,9-undecadien-2-one (=geranylacetone)","Carbonyls, ketones",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,2-tridecanone,"Carbonyls, ketones",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,3-tridecanone,"Carbonyls, ketones",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,2-tetradecanone,"Carbonyls, ketones",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,2-pentadecanone,"Carbonyls, ketones",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,3-pentadecanone,"Carbonyls, ketones",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,2-heptadecanone,"Carbonyls, ketones",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,3-heptadecanone,"Carbonyls, ketones",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,2-octadecanone,"Carbonyls, ketones",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,3-nonadecanone,"Carbonyls, ketones",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,2-eicosanone,"Carbonyls, ketones",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,3-heneicosanone,"Carbonyls, ketones",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,cyclohexanone,"Carbonyls, ketones",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,"3,3,5-trimethylcyclohexanone","Carbonyls, ketones",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,3-methylacetophenone,"Carbonyls, ketones",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,4-methylacetophenone,"Carbonyls, ketones",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,1-phenyl-1-propanone (=propiophenone),"Carbonyls, ketones",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,1-phenyl-1-butanone (=butyrophenone),"Carbonyls, ketones",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,benzophenone,"Carbonyls, ketones",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,menthone,"Carbonyls, ketones",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,"carvone (=p-6,8-menthadien-2-one)","Carbonyls, ketones",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,camphor (=alcanfor),"Carbonyls, ketones",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,pinocamphone,"Carbonyls, ketones",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,verbenone (=2-pinen-4-one),"Carbonyls, ketones",,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,chrysanthenone,"Carbonyls, ketones",0.01,0.05
CHERIMOYA (Annona cherimolia Mill.),,Fruits,acetic acid,Acids,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,hydroxyacetic acid (=glycolic acid),Acids,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,2-hydroxypropanoic acid (=lactic acid),Acids,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,3-hydroxypropanoic acid,Acids,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,butanoic acid (=butyric acid),Acids,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,2-butenoic acid (=crotonic acid),Acids,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,2-methylbutanoic acid,Acids,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,3-methylbutanoic acid (=isovaleric acid),Acids,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,pentanoic acid (=valeric acid),Acids,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,2-methylpentanoic acid,Acids,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,4-methylpentanoic acid (=isocaproic acid),Acids,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,hexanoic acid (=caproic acid),Acids,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,heptanoic acid (=enanthic acid),Acids,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,octanoic acid (=caprylic acid),Acids,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,3-hydroxyoctanoic acid,Acids,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,nonanoic acid (=pelargonic acid),Acids,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,decanoic acid (=capric acid),Acids,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,3-hydroxydecanoic acid,Acids,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,9-oxodecanoic acid,Acids,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,(Z)-5-hydroxy-7-decenoic acid,Acids,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,(E)-5-hydroxy-7-decenoic acid,Acids,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,undecanoic acid,Acids,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,dodecanoic acid (=lauric acid),Acids,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,3-hydroxydodecanoic acid,Acids,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,tridecanoic acid,Acids,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,tetradecanoic acid (=myristic acid),Acids,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,pentadecanoic acid,Acids,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,hexadecanoic acid (=palmitic acid),Acids,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,heptadecanoic acid (=margaric acid),Acids,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,octadecanoic acid (=stearic acid),Acids,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,(Z)-9-octadecenoic acid (=oleic acid),Acids,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,benzoic acid,Acids,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,4-methoxybenzoic acid (=p-anisic acid),Acids,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,4-hydroxy-3-methoxybenzoic acid (=vanillic acid),Acids,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,"3,4-dimethoxybenzoic acid (=veratric acid)",Acids,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,phenylacetic acid,Acids,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,3-phenylpropanoic acid (=hydrocinnamic acid),Acids,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,(E)-cinnamic acid,Acids,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,diethyl carbonate,Esters,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,ethyl acetate,Esters,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,butyl acetate,Esters,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,3-methyl-2-butenyl acetate (=2-isopentenyl acetate),Esters,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,"isopentyl acetate (=3-methylbutyl acetate, isoamyl acetate)",Esters,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,hexyl acetate,Esters,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,(Z)-3-hexenyl acetate,Esters,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,linalyl acetate,Esters,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,benzyl acetate,Esters,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,terpinyl acetate (unkn.str.),Esters,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,bornyl acetate,Esters,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,methyl propanoate,Esters,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,ethyl propanoate,Esters,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,butyl propanoate,Esters,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,isopentyl propanoate,Esters,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,linalyl propanoate,Esters,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,methyl 2-methylpropanoate (=methyl isobutyrate),Esters,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,isopentyl 2-methylpropanoate (=isoamyl isobutyrate),Esters,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,hexyl 2-methylpropanoate (=hexyl isobutyrate),Esters,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,benzyl 2-methylpropanoate (=benzyl isobutyrate),Esters,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,propyl 2-hydroxypropanoate (=propyl lactate),Esters,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,isopentyl 2-hydroxypropanoate (=isoamyl lactate),Esters,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,methyl butanoate,Esters,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,ethyl butanoate,Esters,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,propyl butanoate,Esters,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,butyl butanoate,Esters,0.1,0.5
CHERIMOYA (Annona cherimolia Mill.),,Fruits,isobutyl butanoate,Esters,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,2-butenyl butanoate,Esters,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,pentyl butanoate,Esters,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,"isopentyl butanoate (=3-methylbutyl butanoate, isoamyl butyrate)",Esters,0.1,0.5
CHERIMOYA (Annona cherimolia Mill.),,Fruits,(Z)-2-pentenyl butanoate,Esters,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,(E)-2-pentenyl butanoate,Esters,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,3-pentenyl butanoate,Esters,,
CHERIMOYA (Annona cherimolia Mill.),,Fruits,hexyl butanoate,Esters,0.1,0.5
