# ingredient id	compound id	# id_x	Compound name	CAS number	compound_name_norm	# id_y	ingredient name	category	ingredient_name_norm	health_effect
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	908
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	936
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	940
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	981
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	986
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	1040
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	1041
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	1055
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	1058
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	1063
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	1118
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	1141
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	1160
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	1206
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	1210
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	1258
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	1311
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	1349
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	1379
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	1380
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	1386
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	1392
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	1410
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	1413
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	1422
371	1099	1099	l-arabinose	5328-37-0	l arabinose	371	acacia	plant	acacia	
371	375	375	benzyl_acetate	140-11-4	benzyl acetate	371	acacia	plant	acacia	16
371	375	375	benzyl_acetate	140-11-4	benzyl acetate	371	acacia	plant	acacia	771
371	375	375	benzyl_acetate	140-11-4	benzyl acetate	371	acacia	plant	acacia	899
371	375	375	benzyl_acetate	140-11-4	benzyl acetate	371	acacia	plant	acacia	936
371	375	375	benzyl_acetate	140-11-4	benzyl acetate	371	acacia	plant	acacia	1021
371	375	375	benzyl_acetate	140-11-4	benzyl acetate	371	acacia	plant	acacia	1055
371	375	375	benzyl_acetate	140-11-4	benzyl acetate	371	acacia	plant	acacia	1065
371	375	375	benzyl_acetate	140-11-4	benzyl acetate	371	acacia	plant	acacia	1388
371	375	375	benzyl_acetate	140-11-4	benzyl acetate	371	acacia	plant	acacia	1410
371	519	519	methyl_benzoate	93-58-3	methyl benzoate	371	acacia	plant	acacia	603
371	519	519	methyl_benzoate	93-58-3	methyl benzoate	371	acacia	plant	acacia	936
371	519	519	methyl_benzoate	93-58-3	methyl benzoate	371	acacia	plant	acacia	1055
371	519	519	methyl_benzoate	93-58-3	methyl benzoate	371	acacia	plant	acacia	1206
371	587	587	isoeugenol	97-54-1	isoeugenol	371	acacia	plant	acacia	43
371	587	587	isoeugenol	97-54-1	isoeugenol	371	acacia	plant	acacia	94
371	587	587	isoeugenol	97-54-1	isoeugenol	371	acacia	plant	acacia	370
371	587	587	isoeugenol	97-54-1	isoeugenol	371	acacia	plant	acacia	502
371	587	587	isoeugenol	97-54-1	isoeugenol	371	acacia	plant	acacia	659
371	587	587	isoeugenol	97-54-1	isoeugenol	371	acacia	plant	acacia	672
371	587	587	isoeugenol	97-54-1	isoeugenol	371	acacia	plant	acacia	725
371	587	587	isoeugenol	97-54-1	isoeugenol	371	acacia	plant	acacia	754
371	587	587	isoeugenol	97-54-1	isoeugenol	371	acacia	plant	acacia	757
371	587	587	isoeugenol	97-54-1	isoeugenol	371	acacia	plant	acacia	859
371	587	587	isoeugenol	97-54-1	isoeugenol	371	acacia	plant	acacia	942
371	587	587	isoeugenol	97-54-1	isoeugenol	371	acacia	plant	acacia	1118
371	587	587	isoeugenol	97-54-1	isoeugenol	371	acacia	plant	acacia	1119
371	587	587	isoeugenol	97-54-1	isoeugenol	371	acacia	plant	acacia	1210
371	587	587	isoeugenol	97-54-1	isoeugenol	371	acacia	plant	acacia	1311
371	587	587	isoeugenol	97-54-1	isoeugenol	371	acacia	plant	acacia	1380
371	171	171	camphene	79-92-5	camphene	371	acacia	plant	acacia	42
371	171	171	camphene	79-92-5	camphene	371	acacia	plant	acacia	409
371	171	171	camphene	79-92-5	camphene	371	acacia	plant	acacia	502
371	171	171	camphene	79-92-5	camphene	371	acacia	plant	acacia	925
371	171	171	camphene	79-92-5	camphene	371	acacia	plant	acacia	936
371	171	171	camphene	79-92-5	camphene	371	acacia	plant	acacia	1016
371	171	171	camphene	79-92-5	camphene	371	acacia	plant	acacia	1041
371	171	171	camphene	79-92-5	camphene	371	acacia	plant	acacia	1210
371	171	171	camphene	79-92-5	camphene	371	acacia	plant	acacia	1320
382	847	847	methyl_salicylate	119-36-8	methyl salicylate	382	acacia_caven	plant	acacia caven	43
382	847	847	methyl_salicylate	119-36-8	methyl salicylate	382	acacia_caven	plant	acacia caven	56
382	847	847	methyl_salicylate	119-36-8	methyl salicylate	382	acacia_caven	plant	acacia caven	57
382	847	847	methyl_salicylate	119-36-8	methyl salicylate	382	acacia_caven	plant	acacia caven	370
382	847	847	methyl_salicylate	119-36-8	methyl salicylate	382	acacia_caven	plant	acacia caven	502
382	847	847	methyl_salicylate	119-36-8	methyl salicylate	382	acacia_caven	plant	acacia caven	567
382	847	847	methyl_salicylate	119-36-8	methyl salicylate	382	acacia_caven	plant	acacia caven	572
382	847	847	methyl_salicylate	119-36-8	methyl salicylate	382	acacia_caven	plant	acacia caven	584
382	847	847	methyl_salicylate	119-36-8	methyl salicylate	382	acacia_caven	plant	acacia caven	603
382	847	847	methyl_salicylate	119-36-8	methyl salicylate	382	acacia_caven	plant	acacia caven	640
382	847	847	methyl_salicylate	119-36-8	methyl salicylate	382	acacia_caven	plant	acacia caven	754
382	847	847	methyl_salicylate	119-36-8	methyl salicylate	382	acacia_caven	plant	acacia caven	774
382	847	847	methyl_salicylate	119-36-8	methyl salicylate	382	acacia_caven	plant	acacia caven	839
382	847	847	methyl_salicylate	119-36-8	methyl salicylate	382	acacia_caven	plant	acacia caven	869
382	847	847	methyl_salicylate	119-36-8	methyl salicylate	382	acacia_caven	plant	acacia caven	936
382	847	847	methyl_salicylate	119-36-8	methyl salicylate	382	acacia_caven	plant	acacia caven	940
382	847	847	methyl_salicylate	119-36-8	methyl salicylate	382	acacia_caven	plant	acacia caven	988
382	847	847	methyl_salicylate	119-36-8	methyl salicylate	382	acacia_caven	plant	acacia caven	1041
382	847	847	methyl_salicylate	119-36-8	methyl salicylate	382	acacia_caven	plant	acacia caven	1042
382	847	847	methyl_salicylate	119-36-8	methyl salicylate	382	acacia_caven	plant	acacia caven	1206
382	847	847	methyl_salicylate	119-36-8	methyl salicylate	382	acacia_caven	plant	acacia caven	1210
382	611	611	benzyl_alcohol	100-51-6	benzyl alcohol	382	acacia_caven	plant	acacia caven	43
382	611	611	benzyl_alcohol	100-51-6	benzyl alcohol	382	acacia_caven	plant	acacia caven	62
382	611	611	benzyl_alcohol	100-51-6	benzyl alcohol	382	acacia_caven	plant	acacia caven	487
382	611	611	benzyl_alcohol	100-51-6	benzyl alcohol	382	acacia_caven	plant	acacia caven	558
382	611	611	benzyl_alcohol	100-51-6	benzyl alcohol	382	acacia_caven	plant	acacia caven	603
382	611	611	benzyl_alcohol	100-51-6	benzyl alcohol	382	acacia_caven	plant	acacia caven	936
382	611	611	benzyl_alcohol	100-51-6	benzyl alcohol	382	acacia_caven	plant	acacia caven	940
382	611	611	benzyl_alcohol	100-51-6	benzyl alcohol	382	acacia_caven	plant	acacia caven	1210
382	611	611	benzyl_alcohol	100-51-6	benzyl alcohol	382	acacia_caven	plant	acacia caven	1311
1249	724	724	heptanoic_acid	111-14-8	heptanoic acid	1249	acacia_dealbata	plant	acacia dealbata	
1097	204	204	p-cresol	106-44-5	p cresol	1097	acacia_farnesiana	plant	acacia farnesiana	41
1097	204	204	p-cresol	106-44-5	p cresol	1097	acacia_farnesiana	plant	acacia farnesiana	451
1097	204	204	p-cresol	106-44-5	p cresol	1097	acacia_farnesiana	plant	acacia farnesiana	754
1097	204	204	p-cresol	106-44-5	p cresol	1097	acacia_farnesiana	plant	acacia farnesiana	936
1097	204	204	p-cresol	106-44-5	p cresol	1097	acacia_farnesiana	plant	acacia farnesiana	1300
1097	94	94	p-methoxybenzaldehyde	123-11-5	p methoxybenzaldehyde	1097	acacia_farnesiana	plant	acacia farnesiana	
281	94	94	p-methoxybenzaldehyde	123-11-5	p methoxybenzaldehyde	281	acacia_farnesiana_oil	plant derivative	acacia farnesiana oil	
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	16
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	43
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	56
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	62
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	94
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	128
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	145
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	204
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	248
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	272
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	275
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	295
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	329
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	370
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	380
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	441
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	451
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	481
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	502
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	550
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	567
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	572
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	591
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	603
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	619
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	627
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	651
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	659
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	672
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	676
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	689
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	703
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	748
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	754
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	756
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	762
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	774
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	801
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	812
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	840
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	841
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	855
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	859
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	875
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	908
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	936
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	940
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	981
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	986
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	1040
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	1041
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	1055
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	1058
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	1063
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	1118
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	1141
27	165	165	eugenol	97-53-0	eugenol	27	acacia_flower_oil	plant derivative	acacia flower oil	1160
