record_id,product_id,family_id,material_role,state_scope,source_id,compound_group,compound_name,cas,ri_db_wax,ri_hp5,salted_yolk_detected,roasted_salted_yolk_detected,identification_method,authentic_standard_confirmed,numeric_match_factor,mr09_status,evidence_mode,notes
DEY-SALT-011,egg:yolk_duck_salted,family:egg,yolk_carrier,salted / roasted-salted,SRC-EGG-SALTED-YOLK-001,Thiophene-ring compounds,Dihydro-2-methyl-3(2H)-thiophenone,13679-85-1,1509.0,983.0,no,yes,"MS, RI, S, O",yes,,partial_no_numeric_match_factor,measured,Roasting of an already salted yolk is a preserved-product thermal transformation; do not inherit its pyrazine/thiophene profile into ordinary fried chicken yolk.
DEY-SALT-012,egg:yolk_duck_salted,family:egg,yolk_carrier,salted / roasted-salted,SRC-EGG-SALTED-YOLK-001,Thiophene-ring compounds,3-Acetylthiophene,1468-83-3,1759.0,,no,yes,"MS, S",yes,,partial_no_numeric_match_factor,measured,Roasting of an already salted yolk is a preserved-product thermal transformation; do not inherit its pyrazine/thiophene profile into ordinary fried chicken yolk.
DEY-SALT-013,egg:yolk_duck_salted,family:egg,yolk_carrier,salted / roasted-salted,SRC-EGG-SALTED-YOLK-001,Thiophene-ring compounds,2-Acetyl-3-methylthiophene,13679-72-6,1851.0,1150.0,no,yes,"MS, S, O",yes,,partial_no_numeric_match_factor,measured,Roasting of an already salted yolk is a preserved-product thermal transformation; do not inherit its pyrazine/thiophene profile into ordinary fried chicken yolk.
DEY-SALT-014,egg:yolk_duck_salted,family:egg,yolk_carrier,salted / roasted-salted,SRC-EGG-SALTED-YOLK-001,Thiophene-ring compounds,2-Thiophenemethanol,636-72-6,1930.0,,no,yes,"MS, RI, S",yes,,partial_no_numeric_match_factor,measured,Roasting of an already salted yolk is a preserved-product thermal transformation; do not inherit its pyrazine/thiophene profile into ordinary fried chicken yolk.
DEY-SALT-015,egg:yolk_duck_salted,family:egg,yolk_carrier,salted / roasted-salted,SRC-EGG-SALTED-YOLK-001,Furan-ring compounds,2-Pentylfuran,3777-69-3,1222.0,986.0,no,yes,"MS, RI, S",yes,,partial_no_numeric_match_factor,measured,Roasting of an already salted yolk is a preserved-product thermal transformation; do not inherit its pyrazine/thiophene profile into ordinary fried chicken yolk.
DEY-SALT-016,egg:yolk_duck_salted,family:egg,yolk_carrier,salted / roasted-salted,SRC-EGG-SALTED-YOLK-001,Furan-ring compounds,2-Furanmethanol,98-00-0,1652.0,859.0,no,yes,"MS, RI, S, O",yes,,partial_no_numeric_match_factor,measured,Roasting of an already salted yolk is a preserved-product thermal transformation; do not inherit its pyrazine/thiophene profile into ordinary fried chicken yolk.
DEY-SALT-017,egg:yolk_duck_salted,family:egg,yolk_carrier,salted / roasted-salted,SRC-EGG-SALTED-YOLK-001,Furan-ring compounds,5-Methyl-2-furanmethanol,3857-25-8,1710.0,,no,yes,"MS, RI, S, O",yes,,partial_no_numeric_match_factor,measured,Roasting of an already salted yolk is a preserved-product thermal transformation; do not inherit its pyrazine/thiophene profile into ordinary fried chicken yolk.
DEY-SALT-018,egg:yolk_duck_salted,family:egg,yolk_carrier,salted / roasted-salted,SRC-EGG-SALTED-YOLK-001,Furan-ring compounds,"3-Hydroxy-4,4-dimethyldihydro-2(3H)-furanone",79-50-5,2015.0,1032.0,no,yes,"MS, S, O",yes,,partial_no_numeric_match_factor,measured,Roasting of an already salted yolk is a preserved-product thermal transformation; do not inherit its pyrazine/thiophene profile into ordinary fried chicken yolk.
DEY-SALT-019,egg:yolk_duck_salted,family:egg,yolk_carrier,salted / roasted-salted,SRC-EGG-SALTED-YOLK-001,Furan-ring compounds,Dihydro-5-hydroxymethyl-2(3H)-furanone,32780-06-6,2479.0,1202.0,yes,yes,"MS, S, O",yes,,partial_no_numeric_match_factor,measured,Roasting of an already salted yolk is a preserved-product thermal transformation; do not inherit its pyrazine/thiophene profile into ordinary fried chicken yolk.
DEY-SALT-020,egg:yolk_duck_salted,family:egg,yolk_carrier,salted / roasted-salted,SRC-EGG-SALTED-YOLK-001,Furan-ring compounds,Dihydro-4-hydroxy-2-(3H)-furanone,5469-16-9,2595.0,1173.0,yes,yes,"MS, RI, S, O",yes,,partial_no_numeric_match_factor,measured,Roasting of an already salted yolk is a preserved-product thermal transformation; do not inherit its pyrazine/thiophene profile into ordinary fried chicken yolk.
DEY-SALT-021,egg:yolk_duck_salted,family:egg,yolk_carrier,salted / roasted-salted,SRC-EGG-SALTED-YOLK-001,Furan-ring compounds,"7,9-Di-tert-butyl-1-oxaspiro(4,5)deca-6,9-diene-2,8-dione",82304-66-3,2699.0,1920.0,yes,yes,"MS, RI, S",yes,,partial_no_numeric_match_factor,measured,Roasting of an already salted yolk is a preserved-product thermal transformation; do not inherit its pyrazine/thiophene profile into ordinary fried chicken yolk.
DEY-SALT-022,egg:yolk_duck_salted,family:egg,yolk_carrier,salted / roasted-salted,SRC-EGG-SALTED-YOLK-001,Alcohols,β-Butoxyethanol,111-76-2,1392.0,,yes,yes,"MS, RI, S, O",yes,,partial_no_numeric_match_factor,measured,Roasting of an already salted yolk is a preserved-product thermal transformation; do not inherit its pyrazine/thiophene profile into ordinary fried chicken yolk.
DEY-SALT-023,egg:yolk_duck_salted,family:egg,yolk_carrier,salted / roasted-salted,SRC-EGG-SALTED-YOLK-001,Alcohols,1-Octen-3-ol,3391-86-4,1442.0,,yes,no,"MS, RI, S, O",yes,,partial_no_numeric_match_factor,measured,Roasting of an already salted yolk is a preserved-product thermal transformation; do not inherit its pyrazine/thiophene profile into ordinary fried chicken yolk.
DEY-SALT-024,egg:yolk_duck_salted,family:egg,yolk_carrier,salted / roasted-salted,SRC-EGG-SALTED-YOLK-001,Alcohols,2-Ethyl-1-hexanol,104-76-7,1482.0,,yes,yes,"MS, RI, S, O",yes,,partial_no_numeric_match_factor,measured,Roasting of an already salted yolk is a preserved-product thermal transformation; do not inherit its pyrazine/thiophene profile into ordinary fried chicken yolk.
DEY-SALT-025,egg:yolk_duck_salted,family:egg,yolk_carrier,salted / roasted-salted,SRC-EGG-SALTED-YOLK-001,Alcohols,Carbitol,111-90-0,1610.0,,yes,yes,"MS, RI, S, O",yes,,partial_no_numeric_match_factor,measured,Roasting of an already salted yolk is a preserved-product thermal transformation; do not inherit its pyrazine/thiophene profile into ordinary fried chicken yolk.
DEY-SALT-026,egg:yolk_duck_salted,family:egg,yolk_carrier,salted / roasted-salted,SRC-EGG-SALTED-YOLK-001,Alcohols,Phenylethyl alcohol,60-12-8,1898.0,,yes,yes,"MS, RI, S",yes,,partial_no_numeric_match_factor,measured,Roasting of an already salted yolk is a preserved-product thermal transformation; do not inherit its pyrazine/thiophene profile into ordinary fried chicken yolk.
DEY-SALT-027,egg:yolk_duck_salted,family:egg,yolk_carrier,salted / roasted-salted,SRC-EGG-SALTED-YOLK-001,Aldehydes,Hexanal,66-25-1,1073.0,790.0,yes,yes,"MS, RI, S",yes,,partial_no_numeric_match_factor,measured,Roasting of an already salted yolk is a preserved-product thermal transformation; do not inherit its pyrazine/thiophene profile into ordinary fried chicken yolk.
DEY-SALT-028,egg:yolk_duck_salted,family:egg,yolk_carrier,salted / roasted-salted,SRC-EGG-SALTED-YOLK-001,Aldehydes,Nonanal,124-19-6,1382.0,1097.0,yes,yes,"MS, RI, S",yes,,partial_no_numeric_match_factor,measured,Roasting of an already salted yolk is a preserved-product thermal transformation; do not inherit its pyrazine/thiophene profile into ordinary fried chicken yolk.
DEY-SALT-029,egg:yolk_duck_salted,family:egg,yolk_carrier,salted / roasted-salted,SRC-EGG-SALTED-YOLK-001,Aldehydes,Benzaldehyde,100-52-7,1503.0,,no,yes,"MS, RI, S",yes,,partial_no_numeric_match_factor,measured,Roasting of an already salted yolk is a preserved-product thermal transformation; do not inherit its pyrazine/thiophene profile into ordinary fried chicken yolk.
DEY-SALT-030,egg:yolk_duck_salted,family:egg,yolk_carrier,salted / roasted-salted,SRC-EGG-SALTED-YOLK-001,Aldehydes,(Z)-9-Octadecenal,2423-10-1,2364.0,,no,yes,"MS, S, O",yes,,partial_no_numeric_match_factor,measured,Roasting of an already salted yolk is a preserved-product thermal transformation; do not inherit its pyrazine/thiophene profile into ordinary fried chicken yolk.
DEY-SALT-031,egg:yolk_duck_salted,family:egg,yolk_carrier,salted / roasted-salted,SRC-EGG-SALTED-YOLK-001,Ketones,Acetoin,513-86-0,1270.0,,yes,yes,"MS, RI, S, O",yes,,partial_no_numeric_match_factor,measured,Roasting of an already salted yolk is a preserved-product thermal transformation; do not inherit its pyrazine/thiophene profile into ordinary fried chicken yolk.
DEY-SALT-032,egg:yolk_duck_salted,family:egg,yolk_carrier,salted / roasted-salted,SRC-EGG-SALTED-YOLK-001,Ketones,1-Hydroxy-2-propanone,116-09-6,1286.0,,no,yes,"MS, RI, S, O",yes,,partial_no_numeric_match_factor,measured,Roasting of an already salted yolk is a preserved-product thermal transformation; do not inherit its pyrazine/thiophene profile into ordinary fried chicken yolk.
DEY-SALT-033,egg:yolk_duck_salted,family:egg,yolk_carrier,salted / roasted-salted,SRC-EGG-SALTED-YOLK-001,Ketones,2-Cyclopenten-1-one,930-30-3,1338.0,828.0,yes,yes,"MS, RI, S",yes,,partial_no_numeric_match_factor,measured,Roasting of an already salted yolk is a preserved-product thermal transformation; do not inherit its pyrazine/thiophene profile into ordinary fried chicken yolk.
DEY-SALT-034,egg:yolk_duck_salted,family:egg,yolk_carrier,salted / roasted-salted,SRC-EGG-SALTED-YOLK-001,Ketones,2-Hydroxy-3-methyl-2-cyclopenten-1-one,80-71-7,1814.0,,no,yes,"MS, RI, S",yes,,partial_no_numeric_match_factor,measured,Roasting of an already salted yolk is a preserved-product thermal transformation; do not inherit its pyrazine/thiophene profile into ordinary fried chicken yolk.
DEY-SALT-035,egg:yolk_duck_salted,family:egg,yolk_carrier,salted / roasted-salted,SRC-EGG-SALTED-YOLK-001,Acids,2-Hydroxy-2-methylpropanoic acid,594-61-6,1327.0,,no,yes,"MS, S",yes,,partial_no_numeric_match_factor,measured,Roasting of an already salted yolk is a preserved-product thermal transformation; do not inherit its pyrazine/thiophene profile into ordinary fried chicken yolk.
DEY-SALT-036,egg:yolk_duck_salted,family:egg,yolk_carrier,salted / roasted-salted,SRC-EGG-SALTED-YOLK-001,Acids,Acetic acid,64-19-7,1435.0,,yes,yes,"MS, RI, S, O",yes,,partial_no_numeric_match_factor,measured,Roasting of an already salted yolk is a preserved-product thermal transformation; do not inherit its pyrazine/thiophene profile into ordinary fried chicken yolk.
DEY-SALT-037,egg:yolk_duck_salted,family:egg,yolk_carrier,salted / roasted-salted,SRC-EGG-SALTED-YOLK-001,Acids,n-Hexadecanoic acid,57-10-3,,1950.0,yes,yes,"MS, RI, S",yes,,partial_no_numeric_match_factor,measured,Roasting of an already salted yolk is a preserved-product thermal transformation; do not inherit its pyrazine/thiophene profile into ordinary fried chicken yolk.
DEY-SALT-038,egg:yolk_duck_salted,family:egg,yolk_carrier,salted / roasted-salted,SRC-EGG-SALTED-YOLK-001,Phenols,Phenol,108-95-2,,1990.0,yes,yes,"MS, RI, S",yes,,partial_no_numeric_match_factor,measured,Roasting of an already salted yolk is a preserved-product thermal transformation; do not inherit its pyrazine/thiophene profile into ordinary fried chicken yolk.
DEY-SALT-039,egg:yolk_duck_salted,family:egg,yolk_carrier,salted / roasted-salted,SRC-EGG-SALTED-YOLK-001,Phenols,"2,4-Di-tert-butylphenol",96-76-4,2300.0,1504.0,yes,yes,"MS, RI, S, O",yes,,partial_no_numeric_match_factor,measured,Roasting of an already salted yolk is a preserved-product thermal transformation; do not inherit its pyrazine/thiophene profile into ordinary fried chicken yolk.
DEY-SALT-040,egg:yolk_duck_salted,family:egg,yolk_carrier,salted / roasted-salted,SRC-EGG-SALTED-YOLK-001,Esters,Dibutyl phthalate,84-74-2,2694.0,,no,yes,"MS, RI, S",yes,,partial_no_numeric_match_factor,measured,Roasting of an already salted yolk is a preserved-product thermal transformation; do not inherit its pyrazine/thiophene profile into ordinary fried chicken yolk.
DEY-SALT-041,egg:yolk_duck_salted,family:egg,yolk_carrier,salted / roasted-salted,SRC-EGG-SALTED-YOLK-001,Other heterocycles,Pyrrole,109-97-7,1499.0,,no,yes,"MS, RI, S",yes,,partial_no_numeric_match_factor,measured,Roasting of an already salted yolk is a preserved-product thermal transformation; do not inherit its pyrazine/thiophene profile into ordinary fried chicken yolk.
DEY-SALT-042,egg:yolk_duck_salted,family:egg,yolk_carrier,salted / roasted-salted,SRC-EGG-SALTED-YOLK-001,Other heterocycles,2-Acetylthiazole,24295-03-2,1633.0,1014.0,no,yes,"MS, RI, S, O",yes,,partial_no_numeric_match_factor,measured,Roasting of an already salted yolk is a preserved-product thermal transformation; do not inherit its pyrazine/thiophene profile into ordinary fried chicken yolk.
DEY-SALT-043,egg:yolk_duck_salted,family:egg,yolk_carrier,salted / roasted-salted,SRC-EGG-SALTED-YOLK-001,Other heterocycles,Indole,120-72-9,2435.0,,yes,yes,"MS, RI, S, O",yes,,partial_no_numeric_match_factor,measured,Roasting of an already salted yolk is a preserved-product thermal transformation; do not inherit its pyrazine/thiophene profile into ordinary fried chicken yolk.
DEY-SALT-044,egg:yolk_duck_salted,family:egg,yolk_carrier,salted / roasted-salted,SRC-EGG-SALTED-YOLK-001,Other sulfur compounds,meta-Methoxybenzenethiol,15570-12-4,1720.0,,no,yes,"MS, S",yes,,partial_no_numeric_match_factor,measured,Roasting of an already salted yolk is a preserved-product thermal transformation; do not inherit its pyrazine/thiophene profile into ordinary fried chicken yolk.
DEY-SALT-045,egg:yolk_duck_salted,family:egg,yolk_carrier,salted / roasted-salted,SRC-EGG-SALTED-YOLK-001,Other sulfur compounds,Dimethyl sulfone,67-71-0,1881.0,,yes,no,"MS, S",yes,,partial_no_numeric_match_factor,measured,Roasting of an already salted yolk is a preserved-product thermal transformation; do not inherit its pyrazine/thiophene profile into ordinary fried chicken yolk.
